

|Skills        |Country     |   n| mean|Job                       |
|c++           |Poland      |  12|  100|Data Scientist            |
|c++           |Poland      |  12|  100|Data Engineer             |
|windows       |Italy       |   1|  100|Data Engineer             |
|ssis          |Netherlands |   1|  100|Data Engineer             |
|spring        |Romania     |   1|  100|Data Engineer             |
|react         |Hungary     |   1|  100|Data Engineer             |
|linux         |Italy       |   1|  100|Data Engineer             |
|keras         |Ireland     |   1|  100|Data Engineer             |
|docker        |Ireland     |   1|  100|Data Engineer             |
|c#            |Ireland     |   1|  100|Data Engineer             |
|alteryx       |Netherlands |   1|  100|Data Engineer             |
|sas           |Italy       |   4|  100|Data Scientist            |
|sas           |Italy       |   4|  100|Software Engineer         |
|sap           |France      |   2|  100|Data Analyst              |
|opencv        |Greece      |   2|  100|Data Scientist            |
|excel         |Greece      |   5|  100|Senior Data Scientist     |
|excel         |Greece      |   5|  100|Data Engineer             |
|excel         |Greece      |   5|  100|Data Analyst              |
|excel         |Portugal    |  18|  100|Software Engineer         |
|excel         |Portugal    |  18|  100|Business Analyst          |
|excel         |Portugal    |  18|  100|Data Analyst              |
|excel         |Portugal    |  18|  100|Data Scientist            |
|excel         |Portugal    |  18|  100|Data Engineer             |
|excel         |Portugal    |  18|  100|Senior Data Analyst       |
|nosql         |Italy       |   5|  100|Data Engineer             |
|nosql         |Italy       |   5|  100|Machine Learning Engineer |
|postgresql    |Greece      |   6|  100|Data Engineer             |
|postgresql    |Greece      |   6|  100|Data Scientist            |
|postgresql    |Greece      |   6|  100|Senior Data Scientist     |
|flow          |Spain       |   6|  100|Senior Data Engineer      |
|flow          |Spain       |   6|  100|Data Engineer             |
|flow          |Spain       |   6|  100|Business Analyst          |
|flow          |Spain       |   6|  100|Data Analyst              |
|flow          |Spain       |   6|  100|Software Engineer         |
|c#            |Portugal    |   4|  100|Data Engineer             |
|c#            |Portugal    |   4|  100|Data Analyst              |
|yarn          |Greece      |   1|  100|Data Engineer             |
|ssis          |Germany     |   1|  100|Senior Data Engineer      |
|spss          |Hungary     |   1|  100|Data Engineer             |
|selenium      |Romania     |   1|  100|Data Engineer             |
|ruby on rails |Poland      |   1|  100|Senior Data Engineer      |
|redis         |Poland      |   1|  100|Senior Data Engineer      |
|power bi      |Finland     |   1|  100|Data Engineer             |
|phoenix       |Denmark     |   1|  100|Data Engineer             |
|nosql         |Denmark     |   1|  100|Data Engineer             |
|mongodb       |Romania     |   2|  100|Data Engineer             |
|mongo         |Greece      |   1|  100|Data Engineer             |
|matlab        |France      |   1|  100|Data Engineer             |
|linux         |Denmark     |   1|  100|Data Engineer             |
|jenkins       |Netherlands |   1|  100|Data Engineer             |
|databricks    |Italy       |   1|  100|Data Engineer             |
|couchdb       |Greece      |   1|  100|Data Engineer             |
|bigquery      |Greece      |   1|  100|Data Engineer             |
|airflow       |Italy       |   2|  100|Data Engineer             |
|pytorch       |France      |  14|  100|Data Scientist            |
|pytorch       |France      |  14|  100|Machine Learning Engineer |
|pytorch       |France      |  14|  100|Software Engineer         |
|pytorch       |France      |  14|  100|Data Engineer             |
|qlik          |Italy       |   4|  100|Business Analyst          |
|qlik          |Italy       |   4|  100|Data Scientist            |
|qlik          |Italy       |   4|  100|Data Analyst              |
|qlik          |Italy       |   4|  100|Data Engineer             |
|mongodb       |Greece      |  14|  100|Software Engineer         |
|mongodb       |Greece      |  14|  100|Machine Learning Engineer |
|mongodb       |Greece      |  14|  100|Data Engineer             |
|mongodb       |Greece      |  14|  100|Data Scientist            |
|linux         |France      |   4|   99|Machine Learning Engineer |
|linux         |France      |   4|   99|Senior Data Analyst       |
|linux         |France      |   4|   99|Data Engineer             |
|linux         |France      |   4|   99|Data Scientist            |
|oracle        |Belgium     |   6|   99|Machine Learning Engineer |
|oracle        |Belgium     |   6|   99|Business Analyst          |
|oracle        |Belgium     |   6|   99|Data Scientist            |
|oracle        |Belgium     |   6|   99|Data Engineer             |
|javascript    |Poland      |   3|   99|Senior Data Engineer      |
|javascript    |Poland      |   3|   99|Data Engineer             |
|kotlin        |Poland      |   5|   99|Data Engineer             |
|scikit-learn  |Italy       |   2|   99|Machine Learning Engineer |
|scikit-learn  |Italy       |   2|   99|Data Scientist            |
|numpy         |Hungary     |   7|   99|Machine Learning Engineer |
|numpy         |Hungary     |   7|   99|Data Scientist            |
|numpy         |Hungary     |   7|   99|Data Analyst              |
|numpy         |Hungary     |   7|   99|Software Engineer         |
|numpy         |Hungary     |   7|   99|Senior Data Scientist     |
|typescript    |Poland      |   2|   99|Data Engineer             |
|jira          |Netherlands |   4|   99|Data Engineer             |
|jira          |Netherlands |   4|   99|Data Analyst              |
|jira          |Netherlands |   4|   99|Software Engineer         |
|power bi      |France      |  16|   99|Data Analyst              |
|power bi      |France      |  16|   99|Data Scientist            |
|power bi      |France      |  16|   99|Senior Data Scientist     |
|power bi      |France      |  16|   99|Data Engineer             |
|power bi      |France      |  16|   99|Senior Data Analyst       |
|power bi      |Greece      |  13|   99|Data Scientist            |
|power bi      |Greece      |  13|   99|Software Engineer         |
|power bi      |Greece      |  13|   99|Data Analyst              |
|power bi      |Greece      |  13|   99|Data Engineer             |
|power bi      |Greece      |  13|   99|Senior Data Scientist     |
|tableau       |Italy       |  11|   99|Data Scientist            |
|tableau       |Italy       |  11|   99|Data Analyst              |
|tableau       |Italy       |  11|   99|Senior Data Analyst       |
|tableau       |Italy       |  11|   99|Senior Data Scientist     |
|tableau       |Italy       |  11|   99|Data Engineer             |
|c#            |Hungary     |   3|   99|Data Scientist            |
|c#            |Hungary     |   3|   99|Data Engineer             |
|nosql         |Hungary     |   3|   99|Machine Learning Engineer |
|nosql         |Hungary     |   3|   99|Data Analyst              |
|nosql         |Hungary     |   3|   99|Senior Data Scientist     |
|mongodb       |Belgium     |  14|   99|Machine Learning Engineer |
|mongodb       |Belgium     |  14|   99|Data Scientist            |
|perl          |Belgium     |   7|   99|Machine Learning Engineer |
|perl          |Belgium     |   7|   99|Data Scientist            |
|keras         |Greece      |   7|   99|Software Engineer         |
|keras         |Greece      |   7|   99|Machine Learning Engineer |
|keras         |Greece      |   7|   99|Senior Data Scientist     |
|tensorflow    |France      |  16|   98|Machine Learning Engineer |
|tensorflow    |France      |  16|   98|Data Scientist            |
|tensorflow    |France      |  16|   98|Data Engineer             |
|tensorflow    |France      |  16|   98|Software Engineer         |
|oracle        |France      |   3|   98|Data Analyst              |
|oracle        |France      |   3|   98|Data Scientist            |
|windows       |Poland      |  16|   98|Data Engineer             |
|windows       |Poland      |  16|   98|Software Engineer         |
|windows       |Poland      |  16|   98|Senior Data Engineer      |
|windows       |Poland      |  16|   98|Machine Learning Engineer |
|windows       |Poland      |  16|   98|Data Analyst              |
|windows       |Poland      |  16|   98|Data Scientist            |
|windows       |Poland      |  16|   98|Senior Data Analyst       |
|sas           |Spain       |  10|   98|Data Engineer             |
|sas           |Spain       |  10|   98|Business Analyst          |
|sas           |Spain       |  10|   98|Data Scientist            |
|sas           |Spain       |  10|   98|Senior Data Analyst       |
|jupyter       |Hungary     |   2|   98|Machine Learning Engineer |
|jupyter       |Hungary     |   2|   98|Data Engineer             |
|numpy         |Greece      |   2|   98|Machine Learning Engineer |
|airflow       |Belgium     |   2|   98|Machine Learning Engineer |
|snowflake     |Greece      |   4|   98|Business Analyst          |
|snowflake     |Greece      |   4|   98|Data Engineer             |
|c#            |Poland      |   5|   98|Senior Data Engineer      |
|c#            |Poland      |   5|   98|Software Engineer         |
|c#            |Poland      |   5|   98|Data Engineer             |
|swift         |Portugal    |   1|   98|Software Engineer         |
|react         |Portugal    |   1|   98|Software Engineer         |
|node.js       |Portugal    |   1|   98|Software Engineer         |
|jquery        |Portugal    |   1|   98|Software Engineer         |
|css           |Portugal    |   1|   98|Software Engineer         |
|docker        |Hungary     |   5|   98|Machine Learning Engineer |
|docker        |Hungary     |   5|   98|Data Scientist            |
|docker        |Hungary     |   5|   98|Data Engineer             |
|java          |Poland      |  20|   97|Data Engineer             |
|java          |Poland      |  20|   97|Software Engineer         |
|java          |Poland      |  20|   97|Senior Data Scientist     |
|java          |Poland      |  20|   97|Machine Learning Engineer |
|java          |Poland      |  20|   97|Data Scientist            |
|java          |Poland      |  20|   97|Senior Data Engineer      |
|chef          |France      |   7|   97|Data Scientist            |
|chef          |France      |   7|   97|Data Analyst              |
|chef          |France      |   7|   97|Senior Data Analyst       |
|chef          |France      |   7|   97|Data Engineer             |
|tableau       |Greece      |  10|   97|Data Analyst              |
|tableau       |Greece      |  10|   97|Business Analyst          |
|tableau       |Greece      |  10|   97|Data Engineer             |
|tableau       |Greece      |  10|   97|Data Scientist            |
|javascript    |Italy       |   3|   97|Software Engineer         |
|javascript    |Italy       |   3|   97|Data Engineer             |
|javascript    |Italy       |   3|   97|Data Analyst              |
|hadoop        |Hungary     |   6|   97|Machine Learning Engineer |
|hadoop        |Hungary     |   6|   97|Data Analyst              |
|hadoop        |Hungary     |   6|   97|Data Engineer             |
|hadoop        |Hungary     |   6|   97|Software Engineer         |
|hadoop        |Hungary     |   6|   97|Data Scientist            |
|docker        |Poland      |  18|   97|Senior Data Engineer      |
|docker        |Poland      |  18|   97|Data Scientist            |
|docker        |Poland      |  18|   97|Machine Learning Engineer |
|docker        |Poland      |  18|   97|Data Engineer             |
|docker        |Poland      |  18|   97|Software Engineer         |
|docker        |Poland      |  18|   97|Senior Data Scientist     |
|docker        |Poland      |  18|   97|Cloud Engineer            |
|sap           |Poland      |  11|   97|Data Analyst              |
|sap           |Poland      |  11|   97|Software Engineer         |
|sap           |Poland      |  11|   97|Senior Data Engineer      |
|sap           |Poland      |  11|   97|Machine Learning Engineer |
|sap           |Poland      |  11|   97|Data Engineer             |
|git           |Hungary     |   7|   97|Software Engineer         |
|git           |Hungary     |   7|   97|Data Analyst              |
|git           |Hungary     |   7|   97|Senior Data Scientist     |
|git           |Hungary     |   7|   97|Data Scientist            |
|qlik          |Netherlands |   2|   97|Business Analyst          |
|qlik          |Netherlands |   2|   97|Data Analyst              |
|sharepoint    |Belgium     |   3|   97|Data Analyst              |
|ssis          |Portugal    |   2|   97|Data Engineer             |
|ssis          |Portugal    |   2|   97|Software Engineer         |
|c#            |Romania     |   2|   97|Senior Data Engineer      |
|c#            |Romania     |   2|   97|Data Engineer             |
|excel         |Spain       |  13|   96|Data Engineer             |
|excel         |Spain       |  13|   96|Data Analyst              |
|excel         |Spain       |  13|   96|Senior Data Analyst       |
|excel         |Spain       |  13|   96|Business Analyst          |
|excel         |Spain       |  13|   96|Machine Learning Engineer |
|excel         |Spain       |  13|   96|Senior Data Engineer      |
|kotlin        |Portugal    |   3|   96|Data Engineer             |
|kotlin        |Portugal    |   3|   96|Software Engineer         |
|ssis          |Belgium     |   3|   96|Data Analyst              |
|unix          |Italy       |   2|   96|Data Engineer             |
|t-sql         |Greece      |   2|   96|Data Engineer             |
|mongodb       |Italy       |   4|   96|Data Engineer             |
|mongodb       |Italy       |   4|   96|Data Scientist            |
|kafka         |Belgium     |   2|   96|Senior Data Engineer      |
|kafka         |Belgium     |   2|   96|Data Engineer             |
|git           |Italy       |   2|   96|Data Engineer             |
|hadoop        |Spain       |   5|   96|Data Engineer             |
|hadoop        |Spain       |   5|   96|Senior Data Engineer      |
|kubernetes    |Italy       |   4|   96|Data Engineer             |
|kubernetes    |Italy       |   4|   96|Machine Learning Engineer |
|docker        |Italy       |   4|   96|Data Engineer             |
|postgresql    |Netherlands |   6|   96|Machine Learning Engineer |
|postgresql    |Netherlands |   6|   96|Data Engineer             |
|outlook       |Italy       |   2|   96|Data Engineer             |
|outlook       |Italy       |   2|   96|Machine Learning Engineer |
|jenkins       |Italy       |   2|   96|Data Engineer             |
|flow          |Italy       |   2|   96|Data Engineer             |
|flow          |Italy       |   2|   96|Data Analyst              |
|unify         |Spain       |   2|   96|Data Engineer             |
|kafka         |Poland      |  15|   96|Data Engineer             |
|kafka         |Poland      |  15|   96|Senior Data Engineer      |
|kafka         |Poland      |  15|   96|Software Engineer         |
|kafka         |Poland      |  15|   96|Machine Learning Engineer |
|kafka         |Poland      |  15|   96|Data Scientist            |
|power bi      |Ireland     |   8|   95|Data Engineer             |
|power bi      |Ireland     |   8|   95|Data Analyst              |
|power bi      |Ireland     |   8|   95|Senior Data Analyst       |
|power bi      |Ireland     |   8|   95|Senior Data Engineer      |
|bash          |France      |   3|   95|Data Engineer             |
|bash          |France      |   3|   95|Data Scientist            |
|terraform     |Hungary     |   4|   95|Machine Learning Engineer |
|terraform     |Hungary     |   4|   95|Data Engineer             |
|shell         |Spain       |   4|   95|Data Engineer             |
|shell         |Spain       |   4|   95|Machine Learning Engineer |
|gitlab        |Spain       |   6|   95|Data Analyst              |
|gitlab        |Spain       |   6|   95|Data Engineer             |
|gitlab        |Spain       |   6|   95|Data Scientist            |
|gitlab        |Spain       |   6|   95|Software Engineer         |
|unreal        |Poland      |   4|   95|Machine Learning Engineer |
|confluence    |Greece      |   3|   95|Data Analyst              |
|confluence    |Greece      |   3|   95|Data Engineer             |
|confluence    |Greece      |   3|   95|Senior Data Engineer      |
|pascal        |Germany     |   1|   95|Data Analyst              |
|power bi      |Belgium     |   7|   94|Data Analyst              |
|power bi      |Belgium     |   7|   94|Data Engineer             |
|power bi      |Belgium     |   7|   94|Business Analyst          |
|sap           |Belgium     |  10|   94|Data Analyst              |
|sap           |Belgium     |  10|   94|Business Analyst          |
|sap           |Belgium     |  10|   94|Data Scientist            |
|sap           |Belgium     |  10|   94|Software Engineer         |
|oracle        |Hungary     |   8|   94|Senior Data Analyst       |
|oracle        |Hungary     |   8|   94|Machine Learning Engineer |
|oracle        |Hungary     |   8|   94|Data Engineer             |
|oracle        |Hungary     |   8|   94|Data Analyst              |
|oracle        |Hungary     |   8|   94|Data Scientist            |
|oracle        |Hungary     |   8|   94|Software Engineer         |
|kubernetes    |Greece      |  10|   94|Data Scientist            |
|kubernetes    |Greece      |  10|   94|Machine Learning Engineer |
|kubernetes    |Greece      |  10|   94|Data Engineer             |
|kubernetes    |Greece      |  10|   94|Data Analyst              |
|nosql         |Greece      |  12|   94|Data Engineer             |
|nosql         |Greece      |  12|   94|Software Engineer         |
|nosql         |Greece      |  12|   94|Machine Learning Engineer |
|sap           |Hungary     |   6|   94|Data Analyst              |
|sap           |Hungary     |   6|   94|Data Scientist            |
|matlab        |Netherlands |   2|   94|Data Analyst              |
|seaborn       |Sweden      |   1|   93|Data Scientist            |
|scikit-learn  |Sweden      |   1|   93|Data Scientist            |
|pandas        |Sweden      |   1|   93|Data Scientist            |
|matplotlib    |Sweden      |   1|   93|Data Scientist            |
|matplotlib    |Greece      |   1|   93|Data Scientist            |
|excel         |Germany     |  19|   93|Business Analyst          |
|excel         |Germany     |  19|   93|Data Analyst              |
|excel         |Germany     |  19|   93|Data Scientist            |
|excel         |Germany     |  19|   93|Senior Data Analyst       |
|excel         |Germany     |  19|   93|Senior Data Scientist     |
|excel         |Germany     |  19|   93|Senior Data Engineer      |
|git           |Greece      |   7|   93|Data Engineer             |
|git           |Greece      |   7|   93|Machine Learning Engineer |
|git           |Greece      |   7|   93|Data Analyst              |
|node.js       |France      |   2|   93|Machine Learning Engineer |
|excel         |Netherlands |  12|   92|Data Analyst              |
|excel         |Netherlands |  12|   92|Senior Data Engineer      |
|excel         |Netherlands |  12|   92|Data Engineer             |
|scikit-learn  |Hungary     |   4|   92|Data Analyst              |
|scikit-learn  |Hungary     |   4|   92|Machine Learning Engineer |
|scikit-learn  |Hungary     |   4|   92|Senior Data Scientist     |
|scikit-learn  |Hungary     |   4|   92|Data Scientist            |
|sas           |Netherlands |   2|   92|Data Analyst              |
|qlik          |Portugal    |   1|   92|Data Analyst              |
|cognos        |Netherlands |   1|   92|Data Analyst              |
|sap           |Romania     |   7|   92|Data Analyst              |
|sap           |Romania     |   7|   92|Data Scientist            |
|sap           |Romania     |   7|   92|Data Engineer             |
|zoom          |Netherlands |   1|   92|Software Engineer         |
|yarn          |Ireland     |   1|   92|Senior Data Engineer      |
|yarn          |Germany     |   1|   92|Data Engineer             |
|windows       |Belgium     |   1|   92|Machine Learning Engineer |
|vue.js        |Spain       |   1|   92|Data Engineer             |
|unix          |Netherlands |   1|   92|Data Engineer             |
|unix          |Germany     |   1|   92|Software Engineer         |
|unify         |Sweden      |   1|   92|Data Engineer             |
|ubuntu        |Poland      |   1|   92|Software Engineer         |
|typescript    |France      |   1|   92|Senior Data Engineer      |
|trello        |Greece      |   1|   92|Data Scientist            |
|terraform     |Belgium     |   1|   92|Senior Data Engineer      |
|t-sql         |Portugal    |   1|   92|Software Engineer         |
|symphony      |Poland      |   1|   92|Data Analyst              |
|ssrs          |Poland      |   1|   92|Data Analyst              |
|ssis          |Denmark     |   1|   92|Data Analyst              |
|sql server    |Netherlands |   1|   92|Data Engineer             |
|sql server    |Denmark     |   1|   92|Data Analyst              |
|snowflake     |Denmark     |   1|   92|Data Analyst              |
|slack         |Netherlands |   1|   92|Software Engineer         |
|shell         |Romania     |   1|   92|Machine Learning Engineer |
|shell         |Germany     |   1|   92|Software Engineer         |
|sharepoint    |Poland      |   1|   92|Data Analyst              |
|ruby          |Italy       |   2|   92|Data Engineer             |
|ruby          |Germany     |   2|   92|Software Engineer         |
|redis         |Greece      |   1|   92|Data Engineer             |
|r             |Romania     |   1|   92|Senior Data Engineer      |
|puppet        |Ireland     |   1|   92|Senior Data Engineer      |
|puppet        |Greece      |   1|   92|Data Engineer             |
|pulumi        |Poland      |   1|   92|Software Engineer         |
|pulumi        |Germany     |   1|   92|Cloud Engineer            |
|powershell    |Netherlands |   2|   92|Data Engineer             |
|powershell    |Greece      |   1|   92|Data Engineer             |
|perl          |Poland      |   1|   92|Software Engineer         |
|perl          |Greece      |   1|   92|Machine Learning Engineer |
|outlook       |Poland      |   1|   92|Data Analyst              |
|openstack     |Hungary     |   1|   92|Senior Data Scientist     |
|node.js       |Netherlands |   1|   92|Software Engineer         |
|neo4j         |Italy       |   1|   92|Data Scientist            |
|neo4j         |Germany     |   1|   92|Data Analyst              |
|looker        |Denmark     |   1|   92|Data Analyst              |
|julia         |Greece      |   1|   92|Data Scientist            |
|jquery        |France      |   1|   92|Senior Data Analyst       |
|jenkins       |Belgium     |   2|   92|Data Engineer             |
|jenkins       |Belgium     |   2|   92|Machine Learning Engineer |
|golang        |Belgium     |   1|   92|Senior Data Engineer      |
|go            |Greece      |   1|   92|Software Engineer         |
|gitlab        |Romania     |   1|   92|Senior Data Engineer      |
|gitlab        |Italy       |   1|   92|Machine Learning Engineer |
|gitlab        |Belgium     |   1|   92|Business Analyst          |
|github        |Romania     |   1|   92|Machine Learning Engineer |
|gdpr          |Spain       |   1|   92|Senior Data Engineer      |
|gdpr          |Netherlands |   1|   92|Data Analyst              |
|dax           |Belgium     |   1|   92|Business Analyst          |
|databricks    |Denmark     |   1|   92|Data Analyst              |
|centos        |Ireland     |   1|   92|Senior Data Engineer      |
|cassandra     |Netherlands |   1|   92|Data Engineer             |
|cassandra     |Greece      |   1|   92|Machine Learning Engineer |
|bitbucket     |Romania     |   1|   92|Machine Learning Engineer |
|bitbucket     |Belgium     |   1|   92|Data Engineer             |
|bash          |Spain       |   1|   92|Data Engineer             |
|bash          |Poland      |   2|   92|Data Engineer             |
|bash          |Poland      |   2|   92|Cloud Engineer            |
|atlassian     |Netherlands |   3|   92|Data Engineer             |
|assembly      |Portugal    |   1|   92|Data Engineer             |
|assembly      |Germany     |   1|   92|Data Engineer             |
|asana         |Netherlands |   1|   92|Software Engineer         |
|ansible       |Ireland     |   1|   92|Senior Data Engineer      |
|angular       |Poland      |   1|   92|Machine Learning Engineer |
|angular       |Germany     |   1|   92|Senior Data Engineer      |
|alteryx       |Portugal    |   1|   92|Data Scientist            |
|mysql         |Greece      |   7|   92|Machine Learning Engineer |
|mysql         |Greece      |   7|   92|Data Engineer             |
|mysql         |Greece      |   7|   92|Senior Data Scientist     |
|mysql         |Romania     |   2|   91|Data Scientist            |
|mysql         |Romania     |   2|   91|Data Engineer             |
|kafka         |Greece      |  11|   91|Data Scientist            |
|kafka         |Greece      |  11|   91|Data Engineer             |
|kafka         |Greece      |  11|   91|Machine Learning Engineer |
|golang        |Poland      |   2|   91|Data Scientist            |
|golang        |Poland      |   2|   91|Senior Data Engineer      |
|terraform     |Greece      |   4|   91|Data Engineer             |
|terraform     |Greece      |   4|   91|Machine Learning Engineer |
|matlab        |Greece      |   2|   91|Machine Learning Engineer |
|matlab        |Greece      |   2|   91|Data Scientist            |
|go            |Hungary     |   5|   91|Data Scientist            |
|go            |Hungary     |   5|   91|Machine Learning Engineer |
|go            |Hungary     |   5|   91|Data Engineer             |
|go            |Hungary     |   5|   91|Senior Data Scientist     |
|excel         |France      |  15|   91|Data Analyst              |
|excel         |France      |  15|   91|Data Scientist            |
|excel         |France      |  15|   91|Senior Data Engineer      |
|excel         |France      |  15|   91|Data Engineer             |
|excel         |France      |  15|   91|Senior Data Analyst       |
|kubernetes    |Romania     |   3|   91|Senior Data Engineer      |
|kubernetes    |Romania     |   3|   91|Software Engineer         |
|kubernetes    |Romania     |   3|   91|Machine Learning Engineer |
|selenium      |Spain       |   1|   91|Data Scientist            |
|seaborn       |Poland      |   1|   91|Senior Data Scientist     |
|opencv        |Italy       |   1|   91|Data Scientist            |
|jupyter       |Italy       |   1|   91|Data Scientist            |
|power bi      |Hungary     |   4|   91|Data Scientist            |
|power bi      |Hungary     |   4|   91|Software Engineer         |
|power bi      |Hungary     |   4|   91|Data Engineer             |
|linux         |Belgium     |   4|   91|Machine Learning Engineer |
|databricks    |France      |   8|   91|Machine Learning Engineer |
|databricks    |France      |   8|   91|Data Engineer             |
|databricks    |France      |   8|   91|Software Engineer         |
|databricks    |France      |   8|   91|Data Scientist            |
|javascript    |Portugal    |   2|   91|Software Engineer         |
|javascript    |Portugal    |   2|   91|Data Analyst              |
|ssis          |Hungary     |   5|   90|Software Engineer         |
|ssis          |Hungary     |   5|   90|Data Engineer             |
|ssis          |Hungary     |   5|   90|Data Scientist            |
|kafka         |Romania     |   2|   90|Senior Data Engineer      |
|kafka         |Romania     |   2|   90|Software Engineer         |
|ansible       |Poland      |   2|   90|Software Engineer         |
|ansible       |Poland      |   2|   90|Senior Data Engineer      |
|c#            |Germany     |   5|   90|Data Analyst              |
|c#            |Germany     |   5|   90|Software Engineer         |
|c#            |Germany     |   5|   90|Data Engineer             |
|c#            |Germany     |   5|   90|Senior Data Engineer      |
|unix          |Belgium     |   3|   90|Machine Learning Engineer |
|bash          |Belgium     |   3|   90|Machine Learning Engineer |
|tableau       |Hungary     |   6|   90|Data Analyst              |
|tableau       |Hungary     |   6|   90|Data Scientist            |
|tableau       |Hungary     |   6|   90|Software Engineer         |
|bigquery      |Italy       |   3|   90|Data Analyst              |
|bigquery      |Italy       |   3|   90|Senior Data Analyst       |
|shell         |Poland      |   2|   90|Senior Data Scientist     |
|shell         |Poland      |   2|   90|Senior Data Engineer      |
|linux         |Poland      |   8|   90|Data Engineer             |
|linux         |Poland      |   8|   90|Software Engineer         |
|linux         |Poland      |   8|   90|Senior Data Engineer      |
|linux         |Poland      |   8|   90|Senior Data Scientist     |
|linux         |Poland      |   8|   90|Data Analyst              |
|javascript    |France      |   4|   89|Senior Data Engineer      |
|javascript    |France      |   4|   89|Software Engineer         |
|javascript    |France      |   4|   89|Machine Learning Engineer |
|javascript    |France      |   4|   89|Cloud Engineer            |
|jira          |Belgium     |   3|   89|Business Analyst          |
|jira          |Belgium     |   3|   89|Data Engineer             |
|sas           |Ireland     |   4|   89|Data Analyst              |
|assembly      |Poland      |   4|   89|Cloud Engineer            |
|assembly      |Poland      |   4|   89|Data Engineer             |
|assembly      |Poland      |   4|   89|Business Analyst          |
|c             |Spain       |   1|   89|Business Analyst          |
|ansible       |Romania     |   1|   89|Software Engineer         |
|hadoop        |Greece      |   8|   88|Data Engineer             |
|hadoop        |Greece      |   8|   88|Machine Learning Engineer |
|opencv        |Poland      |   3|   88|Cloud Engineer            |
|opencv        |Poland      |   3|   88|Business Analyst          |
|excel         |Hungary     |  10|   88|Data Scientist            |
|excel         |Hungary     |  10|   88|Data Analyst              |
|excel         |Hungary     |  10|   88|Senior Data Analyst       |
|excel         |Hungary     |  10|   88|Data Engineer             |
|dynamodb      |Poland      |   1|   88|Machine Learning Engineer |
|datarobot     |Poland      |   1|   88|Machine Learning Engineer |
|word          |Belgium     |   2|   88|Data Analyst              |
|gdpr          |Belgium     |   2|   88|Senior Data Scientist     |
|gdpr          |Belgium     |   2|   88|Data Analyst              |
|flow          |Finland     |   2|   87|Data Engineer             |
|flow          |Finland     |   2|   87|Data Analyst              |
|excel         |Finland     |   2|   87|Senior Data Engineer      |
|excel         |Finland     |   2|   87|Data Analyst              |
|php           |France      |   3|   87|Software Engineer         |
|php           |France      |   3|   87|Data Engineer             |
|php           |France      |   3|   87|Data Analyst              |
|sql server    |Greece      |   5|   87|Data Engineer             |
|sql server    |Greece      |   5|   87|Senior Data Scientist     |
|power bi      |Portugal    |  12|   87|Data Analyst              |
|power bi      |Portugal    |  12|   87|Senior Data Scientist     |
|power bi      |Portugal    |  12|   87|Data Scientist            |
|power bi      |Portugal    |  12|   87|Software Engineer         |
|power bi      |Portugal    |  12|   87|Data Engineer             |
|power bi      |Portugal    |  12|   87|Business Analyst          |
|power bi      |Portugal    |  12|   87|Senior Data Analyst       |
|spring        |France      |   2|   87|Senior Data Engineer      |
|gitlab        |Hungary     |   3|   87|Data Engineer             |
|gitlab        |Hungary     |   3|   87|Machine Learning Engineer |
|scikit-learn  |Belgium     |   4|   87|Machine Learning Engineer |
|nltk          |Belgium     |   4|   87|Machine Learning Engineer |
|cassandra     |Belgium     |   4|   87|Machine Learning Engineer |
|powerpoint    |Germany     |   2|   86|Data Analyst              |
|jupyter       |Poland      |   4|   86|Data Scientist            |
|jupyter       |Poland      |   4|   86|Senior Data Scientist     |
|jupyter       |Poland      |   4|   86|Data Engineer             |
|unix          |Poland      |   5|   86|Data Engineer             |
|unix          |Poland      |   5|   86|Data Analyst              |
|unix          |Poland      |   5|   86|Senior Data Engineer      |
|ruby          |Poland      |   8|   86|Senior Data Engineer      |
|ruby          |Poland      |   8|   86|Software Engineer         |
|ruby          |Poland      |   8|   86|Data Engineer             |
|sheets        |Belgium     |   2|   86|Data Analyst              |
|databricks    |Romania     |   2|   85|Data Scientist            |
|databricks    |Romania     |   2|   85|Data Engineer             |
|oracle        |Spain       |   6|   85|Data Engineer             |
|oracle        |Spain       |   6|   85|Business Analyst          |
|typescript    |Italy       |   1|   85|Software Engineer         |
|react         |Italy       |   1|   85|Software Engineer         |
|node.js       |Italy       |   1|   85|Software Engineer         |
|html          |Italy       |   1|   85|Software Engineer         |
|graphql       |Italy       |   1|   85|Software Engineer         |
|css           |Italy       |   1|   85|Software Engineer         |
|word          |Spain       |   4|   84|Data Analyst              |
|word          |Spain       |   4|   84|Business Analyst          |
|spring        |Poland      |   3|   84|Data Engineer             |
|groovy        |Poland      |   3|   84|Data Engineer             |
|shell         |France      |   2|   84|Machine Learning Engineer |
|shell         |France      |   2|   84|Data Scientist            |
|sas           |Poland      |   8|   84|Data Analyst              |
|sas           |Poland      |   8|   84|Data Scientist            |
|sas           |Poland      |   8|   84|Senior Data Scientist     |
|sas           |Poland      |   8|   84|Business Analyst          |
|javascript    |Netherlands |   2|   84|Data Analyst              |
|javascript    |Netherlands |   2|   84|Software Engineer         |
|powerpoint    |Belgium     |   3|   84|Data Analyst              |
|vba           |Poland      |   6|   84|Software Engineer         |
|vba           |Poland      |   6|   84|Senior Data Analyst       |
|vba           |Poland      |   6|   84|Data Analyst              |
|react         |France      |   2|   83|Senior Data Engineer      |
|react         |France      |   2|   83|Machine Learning Engineer |
