Skills,Country,n,mean,Job
sql,Spain,68.0,112.0,Business Analyst
sql,Spain,68.0,112.0,Machine Learning Engineer
flow,Germany,3.0,112.0,Data Scientist
flow,Germany,3.0,112.0,Business Analyst
flow,Germany,3.0,112.0,Senior Data Engineer
sql,Romania,19.0,112.0,Senior Data Analyst
sql,Romania,19.0,112.0,Data Analyst
sql,Romania,19.0,112.0,Data Scientist
sql,Romania,19.0,112.0,Software Engineer
sql,Romania,19.0,112.0,Senior Data Engineer
sql,Romania,19.0,112.0,Data Engineer
pyspark,France,7.0,112.0,Data Engineer
pyspark,France,7.0,112.0,Data Scientist
pyspark,France,7.0,112.0,Senior Data Scientist
pyspark,France,7.0,112.0,Data Analyst
databricks,Netherlands,13.0,112.0,Data Engineer
databricks,Netherlands,13.0,112.0,Senior Data Engineer
databricks,Netherlands,13.0,112.0,Data Analyst
databricks,Netherlands,13.0,112.0,Machine Learning Engineer
tensorflow,Romania,3.0,112.0,Software Engineer
tensorflow,Romania,3.0,112.0,Senior Data Analyst
tensorflow,Romania,3.0,112.0,Machine Learning Engineer
pytorch,Romania,3.0,112.0,Software Engineer
pytorch,Romania,3.0,112.0,Senior Data Analyst
pytorch,Romania,3.0,112.0,Machine Learning Engineer
docker,Romania,6.0,112.0,Senior Data Engineer
docker,Romania,6.0,112.0,Software Engineer
docker,Romania,6.0,112.0,Machine Learning Engineer
docker,Romania,6.0,112.0,Data Scientist
kubernetes,Finland,7.0,112.0,Software Engineer
kubernetes,Finland,7.0,112.0,Machine Learning Engineer
kubernetes,Finland,7.0,112.0,Data Engineer
kubernetes,Finland,7.0,112.0,Senior Data Engineer
gcp,Hungary,4.0,112.0,Senior Data Analyst
gcp,Hungary,4.0,112.0,Machine Learning Engineer
gcp,Hungary,4.0,112.0,Data Analyst
gcp,Hungary,4.0,112.0,Data Engineer
julia,Sweden,2.0,112.0,Data Scientist
julia,Sweden,2.0,112.0,Data Engineer
terraform,Romania,3.0,112.0,Senior Data Engineer
terraform,Romania,3.0,112.0,Machine Learning Engineer
terraform,Ireland,3.0,112.0,Software Engineer
terraform,Ireland,3.0,112.0,Data Engineer
terraform,Ireland,3.0,112.0,Senior Data Engineer
gitlab,Germany,3.0,112.0,Senior Data Engineer
gitlab,Germany,3.0,112.0,Cloud Engineer
gitlab,Germany,3.0,112.0,Software Engineer
github,Spain,8.0,112.0,Data Scientist
github,Spain,8.0,112.0,Machine Learning Engineer
github,Spain,8.0,112.0,Data Engineer
github,Spain,8.0,112.0,Software Engineer
tableau,Finland,2.0,112.0,Senior Data Analyst
tableau,Finland,2.0,112.0,Data Analyst
go,Sweden,6.0,112.0,Senior Data Engineer
go,Sweden,6.0,112.0,Business Analyst
go,Sweden,6.0,112.0,Data Engineer
go,Sweden,6.0,112.0,Machine Learning Engineer
power bi,Netherlands,7.0,111.0,Business Analyst
power bi,Netherlands,7.0,111.0,Senior Data Scientist
power bi,Netherlands,7.0,111.0,Data Analyst
power bi,Netherlands,7.0,111.0,Data Scientist
c#,Greece,3.0,111.0,Software Engineer
c#,Greece,3.0,111.0,Data Engineer
c#,Greece,3.0,111.0,Data Scientist
outlook,Netherlands,2.0,111.0,Data Analyst
typescript,Finland,2.0,111.0,Software Engineer
typescript,Finland,2.0,111.0,Machine Learning Engineer
kafka,Spain,13.0,111.0,Data Engineer
kafka,Spain,13.0,111.0,Data Analyst
kafka,Spain,13.0,111.0,Senior Data Engineer
kafka,Spain,13.0,111.0,Machine Learning Engineer
pyspark,Italy,4.0,111.0,Data Scientist
pyspark,Italy,4.0,111.0,Data Engineer
python,Romania,15.0,111.0,Software Engineer
python,Romania,15.0,111.0,Data Analyst
python,Romania,15.0,111.0,Senior Data Engineer
python,Romania,15.0,111.0,Senior Data Analyst
python,Romania,15.0,111.0,Machine Learning Engineer
python,Romania,15.0,111.0,Data Engineer
python,Romania,15.0,111.0,Data Scientist
windows,France,3.0,111.0,Data Engineer
windows,France,3.0,111.0,Data Analyst
windows,France,3.0,111.0,Data Scientist
angular,Spain,5.0,111.0,Senior Data Analyst
angular,Spain,5.0,111.0,Data Analyst
angular,Spain,5.0,111.0,Data Engineer
angular,Spain,5.0,111.0,Data Scientist
vba,Ireland,2.0,111.0,Data Scientist
vba,Ireland,2.0,111.0,Data Analyst
terraform,Poland,8.0,110.0,Senior Data Engineer
terraform,Poland,8.0,110.0,Data Engineer
terraform,Poland,8.0,110.0,Software Engineer
terraform,Poland,8.0,110.0,Senior Data Scientist
aws,Finland,7.0,110.0,Data Engineer
aws,Finland,7.0,110.0,Software Engineer
aws,Finland,7.0,110.0,Data Scientist
aws,Finland,7.0,110.0,Senior Data Scientist
aws,Finland,7.0,110.0,Senior Data Engineer
pandas,Poland,11.0,110.0,Data Analyst
pandas,Poland,11.0,110.0,Data Engineer
pandas,Poland,11.0,110.0,Machine Learning Engineer
pandas,Poland,11.0,110.0,Senior Data Scientist
pandas,Poland,11.0,110.0,Data Scientist
pandas,Poland,11.0,110.0,Cloud Engineer
looker,Spain,13.0,110.0,Data Scientist
looker,Spain,13.0,110.0,Senior Data Engineer
looker,Spain,13.0,110.0,Data Analyst
looker,Spain,13.0,110.0,Data Engineer
looker,Spain,13.0,110.0,Senior Data Analyst
looker,Spain,13.0,110.0,Machine Learning Engineer
postgresql,Hungary,2.0,110.0,Data Scientist
postgresql,Hungary,2.0,110.0,Software Engineer
docker,Belgium,2.0,110.0,Data Engineer
docker,Belgium,2.0,110.0,Data Scientist
databricks,Spain,16.0,110.0,Data Analyst
databricks,Spain,16.0,110.0,Data Engineer
databricks,Spain,16.0,110.0,Machine Learning Engineer
databricks,Spain,16.0,110.0,Data Scientist
databricks,Spain,16.0,110.0,Senior Data Engineer
databricks,Spain,16.0,110.0,Senior Data Analyst
hadoop,Romania,4.0,110.0,Machine Learning Engineer
hadoop,Romania,4.0,110.0,Data Engineer
hadoop,Romania,4.0,110.0,Data Scientist
databricks,Greece,10.0,110.0,Data Scientist
databricks,Greece,10.0,110.0,Data Analyst
databricks,Greece,10.0,110.0,Data Engineer
databricks,Greece,10.0,110.0,Senior Data Scientist
databricks,Greece,10.0,110.0,Machine Learning Engineer
databricks,Greece,10.0,110.0,Senior Data Engineer
ansible,France,13.0,110.0,Data Analyst
ansible,France,13.0,110.0,Data Engineer
ansible,France,13.0,110.0,Business Analyst
ansible,France,13.0,110.0,Data Scientist
scikit-learn,Greece,6.0,110.0,Data Scientist
scikit-learn,Greece,6.0,110.0,Machine Learning Engineer
scala,Belgium,3.0,110.0,Data Analyst
scala,Belgium,3.0,110.0,Data Engineer
scala,Belgium,3.0,110.0,Data Scientist
sql,France,110.0,109.0,Data Scientist
sql,France,110.0,109.0,Senior Data Engineer
sql,France,110.0,109.0,Data Analyst
sql,France,110.0,109.0,Data Engineer
sql,France,110.0,109.0,Software Engineer
sql,France,110.0,109.0,Senior Data Analyst
sql,France,110.0,109.0,Machine Learning Engineer
sql,France,110.0,109.0,Senior Data Scientist
sql,France,110.0,109.0,Business Analyst
c,Germany,4.0,109.0,Cloud Engineer
c,Germany,4.0,109.0,Software Engineer
c,Germany,4.0,109.0,Machine Learning Engineer
dynamodb,Spain,2.0,109.0,Data Scientist
dynamodb,Spain,2.0,109.0,Machine Learning Engineer
word,Ireland,1.0,109.0,Machine Learning Engineer
jupyter,Ireland,1.0,109.0,Machine Learning Engineer
java,Greece,19.0,109.0,Data Engineer
java,Greece,19.0,109.0,Machine Learning Engineer
java,Greece,19.0,109.0,Software Engineer
java,Greece,19.0,109.0,Data Analyst
java,Greece,19.0,109.0,Senior Data Engineer
java,Greece,19.0,109.0,Data Scientist
java,Germany,18.0,109.0,Data Analyst
java,Germany,18.0,109.0,Business Analyst
java,Germany,18.0,109.0,Machine Learning Engineer
java,Germany,18.0,109.0,Software Engineer
java,Germany,18.0,109.0,Senior Data Engineer
java,Germany,18.0,109.0,Data Engineer
java,Germany,18.0,109.0,Data Scientist
java,Germany,18.0,109.0,Senior Data Scientist
scala,Greece,12.0,109.0,Data Engineer
scala,Greece,12.0,109.0,Machine Learning Engineer
scala,Greece,12.0,109.0,Senior Data Engineer
sql,Belgium,28.0,109.0,Data Scientist
sql,Belgium,28.0,109.0,Machine Learning Engineer
sql,Belgium,28.0,109.0,Data Analyst
sql,Belgium,28.0,109.0,Data Engineer
sql,Belgium,28.0,109.0,Business Analyst
sql,Belgium,28.0,109.0,Software Engineer
word,Italy,1.0,109.0,Software Engineer
sas,Germany,2.0,109.0,Data Analyst
jira,Sweden,1.0,109.0,Data Analyst
qlik,Greece,3.0,109.0,Senior Data Scientist
qlik,Greece,3.0,109.0,Data Engineer
qlik,Greece,3.0,109.0,Data Scientist
keras,France,9.0,109.0,Machine Learning Engineer
keras,France,9.0,109.0,Data Scientist
keras,France,9.0,109.0,Software Engineer
keras,France,9.0,109.0,Senior Data Scientist
keras,France,9.0,109.0,Data Engineer
databricks,Belgium,7.0,109.0,Data Engineer
databricks,Belgium,7.0,109.0,Data Analyst
r,Netherlands,10.0,108.0,Data Analyst
r,Netherlands,10.0,108.0,Data Scientist
excel,Ireland,7.0,108.0,Data Scientist
excel,Ireland,7.0,108.0,Data Analyst
excel,Ireland,7.0,108.0,Data Engineer
react,Spain,5.0,108.0,Senior Data Scientist
react,Spain,5.0,108.0,Senior Data Analyst
react,Spain,5.0,108.0,Data Analyst
react,Spain,5.0,108.0,Data Scientist
node.js,Spain,5.0,108.0,Senior Data Scientist
node.js,Spain,5.0,108.0,Senior Data Analyst
node.js,Spain,5.0,108.0,Data Analyst
node.js,Spain,5.0,108.0,Data Scientist
github,France,11.0,108.0,Data Scientist
github,France,11.0,108.0,Data Analyst
github,France,11.0,108.0,Data Engineer
github,France,11.0,108.0,Senior Data Engineer
github,France,11.0,108.0,Senior Data Scientist
azure,Italy,7.0,108.0,Data Engineer
azure,Italy,7.0,108.0,Data Analyst
azure,Italy,7.0,108.0,Data Scientist
jira,Spain,6.0,108.0,Data Engineer
jira,Spain,6.0,108.0,Senior Data Engineer
jira,Spain,6.0,108.0,Software Engineer
powerpoint,Netherlands,1.0,108.0,Data Analyst
ms access,Netherlands,1.0,108.0,Data Analyst
html,France,1.0,108.0,Machine Learning Engineer
gdpr,Finland,1.0,108.0,Senior Data Engineer
css,France,1.0,108.0,Machine Learning Engineer
linux,Netherlands,9.0,108.0,Data Engineer
linux,Netherlands,9.0,108.0,Machine Learning Engineer
github,Poland,13.0,108.0,Senior Data Engineer
github,Poland,13.0,108.0,Data Engineer
github,Poland,13.0,108.0,Software Engineer
github,Poland,13.0,108.0,Machine Learning Engineer
r,Poland,16.0,108.0,Data Analyst
r,Poland,16.0,108.0,Software Engineer
r,Poland,16.0,108.0,Data Scientist
r,Poland,16.0,108.0,Senior Data Engineer
r,Poland,16.0,108.0,Data Engineer
r,Poland,16.0,108.0,Senior Data Analyst
r,Poland,16.0,108.0,Machine Learning Engineer
r,Italy,9.0,108.0,Data Scientist
r,Italy,9.0,108.0,Data Analyst
r,Italy,9.0,108.0,Senior Data Analyst
r,Italy,9.0,108.0,Senior Data Scientist
r,Belgium,11.0,108.0,Data Scientist
r,Belgium,11.0,108.0,Machine Learning Engineer
r,Belgium,11.0,108.0,Data Analyst
looker,Romania,2.0,108.0,Senior Data Analyst
looker,Romania,2.0,108.0,Data Engineer
keras,Italy,1.0,108.0,Machine Learning Engineer
flow,Netherlands,4.0,107.0,Data Engineer
flow,Netherlands,4.0,107.0,Data Scientist
flow,Netherlands,4.0,107.0,Machine Learning Engineer
go,Portugal,9.0,107.0,Software Engineer
go,Portugal,9.0,107.0,Data Analyst
go,Portugal,9.0,107.0,Data Engineer
go,Portugal,9.0,107.0,Senior Data Analyst
go,Portugal,9.0,107.0,Senior Data Scientist
go,Portugal,9.0,107.0,Data Scientist
keras,Poland,3.0,107.0,Data Scientist
keras,Poland,3.0,107.0,Machine Learning Engineer
azure,Romania,10.0,107.0,Software Engineer
azure,Romania,10.0,107.0,Machine Learning Engineer
azure,Romania,10.0,107.0,Data Engineer
azure,Romania,10.0,107.0,Data Scientist
azure,Romania,10.0,107.0,Data Analyst
azure,Romania,10.0,107.0,Senior Data Engineer
java,Italy,7.0,107.0,Data Analyst
java,Italy,7.0,107.0,Data Engineer
terraform,Spain,7.0,107.0,Senior Data Engineer
terraform,Spain,7.0,107.0,Data Engineer
kafka,Sweden,2.0,107.0,Senior Data Scientist
kafka,Sweden,2.0,107.0,Data Engineer
fastapi,Greece,2.0,107.0,Machine Learning Engineer
fastapi,Greece,2.0,107.0,Data Scientist
tableau,Germany,29.0,107.0,Senior Data Analyst
tableau,Germany,29.0,107.0,Senior Data Scientist
tableau,Germany,29.0,107.0,Data Analyst
tableau,Germany,29.0,107.0,Business Analyst
tableau,Germany,29.0,107.0,Data Scientist
tableau,Germany,29.0,107.0,Data Engineer
java,Belgium,3.0,107.0,Data Analyst
java,Belgium,3.0,107.0,Senior Data Engineer
java,Belgium,3.0,107.0,Data Scientist
c++,Germany,13.0,107.0,Software Engineer
c++,Germany,13.0,107.0,Machine Learning Engineer
c++,Germany,13.0,107.0,Data Engineer
c++,Germany,13.0,107.0,Cloud Engineer
aws,Greece,15.0,107.0,Machine Learning Engineer
aws,Greece,15.0,107.0,Data Engineer
aws,Greece,15.0,107.0,Business Analyst
aws,Greece,15.0,107.0,Data Analyst
scala,Italy,7.0,107.0,Data Engineer
scala,Italy,7.0,107.0,Data Scientist
scala,Italy,7.0,107.0,Senior Data Analyst
pandas,Greece,3.0,106.0,Data Engineer
pandas,Greece,3.0,106.0,Machine Learning Engineer
r,Germany,19.0,106.0,Data Analyst
r,Germany,19.0,106.0,Business Analyst
r,Germany,19.0,106.0,Machine Learning Engineer
r,Germany,19.0,106.0,Senior Data Scientist
r,Germany,19.0,106.0,Senior Data Analyst
r,Germany,19.0,106.0,Data Scientist
tableau,Spain,21.0,106.0,Data Analyst
tableau,Spain,21.0,106.0,Data Engineer
tableau,Spain,21.0,106.0,Senior Data Analyst
tableau,Spain,21.0,106.0,Data Scientist
tableau,Spain,21.0,106.0,Machine Learning Engineer
gdpr,Italy,3.0,106.0,Data Engineer
gdpr,Italy,3.0,106.0,Data Scientist
unify,Netherlands,2.0,106.0,Senior Data Engineer
unify,Netherlands,2.0,106.0,Data Engineer
atlassian,Germany,1.0,106.0,Data Analyst
docker,Greece,13.0,106.0,Data Scientist
docker,Greece,13.0,106.0,Data Engineer
docker,Greece,13.0,106.0,Machine Learning Engineer
docker,Greece,13.0,106.0,Data Analyst
r,Spain,16.0,106.0,Senior Data Engineer
r,Spain,16.0,106.0,Data Scientist
r,Spain,16.0,106.0,Data Analyst
r,Spain,16.0,106.0,Machine Learning Engineer
r,Spain,16.0,106.0,Business Analyst
r,Spain,16.0,106.0,Senior Data Scientist
r,Spain,16.0,106.0,Senior Data Analyst
gitlab,France,7.0,105.0,Data Engineer
gitlab,France,7.0,105.0,Data Analyst
gitlab,France,7.0,105.0,Data Scientist
scala,Poland,25.0,105.0,Data Engineer
scala,Poland,25.0,105.0,Data Scientist
scala,Poland,25.0,105.0,Senior Data Engineer
scala,Poland,25.0,105.0,Software Engineer
scala,Poland,25.0,105.0,Machine Learning Engineer
tensorflow,Greece,12.0,105.0,Software Engineer
tensorflow,Greece,12.0,105.0,Machine Learning Engineer
tensorflow,Greece,12.0,105.0,Data Scientist
azure,France,45.0,105.0,Machine Learning Engineer
azure,France,45.0,105.0,Data Analyst
azure,France,45.0,105.0,Data Engineer
azure,France,45.0,105.0,Senior Data Engineer
azure,France,45.0,105.0,Data Scientist
azure,France,45.0,105.0,Software Engineer
azure,France,45.0,105.0,Senior Data Analyst
pulumi,Hungary,2.0,105.0,Senior Data Engineer
pulumi,Hungary,2.0,105.0,Machine Learning Engineer
neo4j,France,3.0,105.0,Data Analyst
neo4j,France,3.0,105.0,Data Engineer
r,France,24.0,105.0,Machine Learning Engineer
r,France,24.0,105.0,Data Scientist
r,France,24.0,105.0,Data Analyst
r,France,24.0,105.0,Senior Data Analyst
r,France,24.0,105.0,Senior Data Scientist
r,France,24.0,105.0,Data Engineer
r,France,24.0,105.0,Senior Data Engineer
sql server,France,4.0,105.0,Data Analyst
sql server,France,4.0,105.0,Software Engineer
sql server,France,4.0,105.0,Data Engineer
sql server,France,4.0,105.0,Data Scientist
jenkins,Hungary,4.0,105.0,Data Scientist
jenkins,Hungary,4.0,105.0,Machine Learning Engineer
jenkins,Hungary,4.0,105.0,Data Engineer
python,Greece,59.0,105.0,Data Scientist
python,Greece,59.0,105.0,Data Analyst
python,Greece,59.0,105.0,Data Engineer
python,Greece,59.0,105.0,Machine Learning Engineer
python,Greece,59.0,105.0,Senior Data Scientist
python,Greece,59.0,105.0,Software Engineer
python,Greece,59.0,105.0,Business Analyst
python,Greece,59.0,105.0,Senior Data Engineer
sql,Italy,21.0,105.0,Data Engineer
sql,Italy,21.0,105.0,Business Analyst
sql,Italy,21.0,105.0,Senior Data Analyst
sql,Italy,21.0,105.0,Machine Learning Engineer
sql,Italy,21.0,105.0,Data Scientist
sql,Italy,21.0,105.0,Data Analyst
spreadsheet,Spain,2.0,105.0,Data Analyst
c++,Hungary,2.0,105.0,Data Scientist
c++,Hungary,2.0,105.0,Data Engineer
c++,France,9.0,105.0,Data Scientist
c++,France,9.0,105.0,Machine Learning Engineer
c++,France,9.0,105.0,Software Engineer
c++,France,9.0,105.0,Data Analyst
c++,France,9.0,105.0,Senior Data Analyst
c++,France,9.0,105.0,Data Engineer
pyspark,Portugal,4.0,105.0,Data Engineer
pyspark,Portugal,4.0,105.0,Data Scientist
ssrs,Greece,4.0,105.0,Data Engineer
ssrs,Greece,4.0,105.0,Senior Data Scientist
oracle,Poland,7.0,104.0,Data Analyst
oracle,Poland,7.0,104.0,Software Engineer
oracle,Poland,7.0,104.0,Data Scientist
oracle,Poland,7.0,104.0,Machine Learning Engineer
oracle,Poland,7.0,104.0,Senior Data Engineer
oracle,Poland,7.0,104.0,Business Analyst
oracle,Poland,7.0,104.0,Data Engineer
sql server,Belgium,9.0,104.0,Data Engineer
sql server,Belgium,9.0,104.0,Business Analyst
sql server,Belgium,9.0,104.0,Data Analyst
seaborn,Spain,1.0,104.0,Machine Learning Engineer
tableau,France,42.0,104.0,Data Engineer
tableau,France,42.0,104.0,Data Analyst
tableau,France,42.0,104.0,Senior Data Analyst
tableau,France,42.0,104.0,Data Scientist
tableau,France,42.0,104.0,Senior Data Scientist
tableau,France,42.0,104.0,Software Engineer
tableau,France,42.0,104.0,Senior Data Engineer
jupyter,Spain,4.0,104.0,Data Analyst
jupyter,Spain,4.0,104.0,Data Scientist
java,Finland,2.0,104.0,Data Engineer
java,Finland,2.0,104.0,Senior Data Engineer
go,Spain,9.0,104.0,Senior Data Engineer
go,Spain,9.0,104.0,Data Analyst
go,Spain,9.0,104.0,Machine Learning Engineer
go,Spain,9.0,104.0,Data Engineer
r,Greece,12.0,104.0,Machine Learning Engineer
r,Greece,12.0,104.0,Business Analyst
r,Greece,12.0,104.0,Data Scientist
r,Greece,12.0,104.0,Data Analyst
r,Greece,12.0,104.0,Senior Data Scientist
r,Greece,12.0,104.0,Data Engineer
express,Netherlands,3.0,104.0,Data Engineer
express,Netherlands,3.0,104.0,Business Analyst
nosql,Netherlands,9.0,104.0,Data Engineer
nosql,Netherlands,9.0,104.0,Data Analyst
nosql,Netherlands,9.0,104.0,Machine Learning Engineer
spss,Spain,1.0,104.0,Senior Data Analyst
github,Finland,1.0,104.0,Senior Data Analyst
atlassian,Hungary,1.0,104.0,Data Analyst
elasticsearch,Portugal,3.0,103.0,Data Analyst
elasticsearch,Portugal,3.0,103.0,Data Engineer
sas,Belgium,14.0,103.0,Machine Learning Engineer
sas,Belgium,14.0,103.0,Data Scientist
sas,Belgium,14.0,103.0,Data Engineer
sas,Belgium,14.0,103.0,Business Analyst
powerpoint,Ireland,2.0,103.0,Data Scientist
powerpoint,Ireland,2.0,103.0,Data Analyst
sql server,Hungary,4.0,103.0,Data Analyst
sql server,Hungary,4.0,103.0,Data Engineer
sql server,Hungary,4.0,103.0,Software Engineer
numpy,Poland,8.0,103.0,Data Analyst
numpy,Poland,8.0,103.0,Machine Learning Engineer
numpy,Poland,8.0,103.0,Senior Data Scientist
numpy,Poland,8.0,103.0,Data Scientist
numpy,Poland,8.0,103.0,Cloud Engineer
scala,Netherlands,7.0,103.0,Senior Data Engineer
scala,Netherlands,7.0,103.0,Data Engineer
scala,Netherlands,7.0,103.0,Machine Learning Engineer
scala,Netherlands,7.0,103.0,Data Analyst
word,Netherlands,2.0,103.0,Data Engineer
word,Netherlands,2.0,103.0,Data Analyst
sheets,Poland,2.0,103.0,Business Analyst
sheets,Poland,2.0,103.0,Senior Data Analyst
qlik,Poland,2.0,103.0,Data Analyst
qlik,Poland,2.0,103.0,Senior Data Analyst
flask,Germany,2.0,103.0,Data Analyst
flask,Germany,2.0,103.0,Machine Learning Engineer
docker,Spain,15.0,103.0,Data Analyst
docker,Spain,15.0,103.0,Machine Learning Engineer
docker,Spain,15.0,103.0,Data Engineer
docker,Spain,15.0,103.0,Data Scientist
docker,Spain,15.0,103.0,Senior Data Scientist
docker,Spain,15.0,103.0,Software Engineer
docker,Spain,15.0,103.0,Cloud Engineer
linux,Greece,8.0,103.0,Software Engineer
linux,Greece,8.0,103.0,Machine Learning Engineer
linux,Greece,8.0,103.0,Senior Data Scientist
linux,Greece,8.0,103.0,Data Analyst
linux,Greece,8.0,103.0,Data Engineer
linux,Spain,7.0,103.0,Machine Learning Engineer
linux,Spain,7.0,103.0,Data Engineer
linux,Spain,7.0,103.0,Software Engineer
linux,Spain,7.0,103.0,Cloud Engineer
qlik,France,8.0,103.0,Data Engineer
qlik,France,8.0,103.0,Data Scientist
qlik,France,8.0,103.0,Data Analyst
qlik,France,8.0,103.0,Senior Data Analyst
power bi,Spain,13.0,103.0,Business Analyst
power bi,Spain,13.0,103.0,Data Engineer
power bi,Spain,13.0,103.0,Data Analyst
power bi,Spain,13.0,103.0,Senior Data Analyst
power bi,Spain,13.0,103.0,Machine Learning Engineer
power bi,Spain,13.0,103.0,Data Scientist
kubernetes,Poland,17.0,103.0,Senior Data Engineer
kubernetes,Poland,17.0,103.0,Software Engineer
kubernetes,Poland,17.0,103.0,Data Scientist
kubernetes,Poland,17.0,103.0,Machine Learning Engineer
kubernetes,Poland,17.0,103.0,Senior Data Scientist
kubernetes,Poland,17.0,103.0,Cloud Engineer
kubernetes,Poland,17.0,103.0,Data Engineer
terraform,Finland,4.0,103.0,Data Engineer
terraform,Finland,4.0,103.0,Senior Data Engineer
terraform,Finland,4.0,103.0,Senior Data Analyst
azure,Greece,23.0,103.0,Data Scientist
azure,Greece,23.0,103.0,Data Engineer
azure,Greece,23.0,103.0,Machine Learning Engineer
azure,Greece,23.0,103.0,Senior Data Scientist
azure,Greece,23.0,103.0,Data Analyst
azure,Greece,23.0,103.0,Senior Data Engineer
unreal,Ireland,4.0,103.0,Data Analyst
unreal,Ireland,4.0,103.0,Senior Data Engineer
tensorflow,Sweden,4.0,102.0,Machine Learning Engineer
tensorflow,Sweden,4.0,102.0,Data Scientist
tensorflow,Sweden,4.0,102.0,Data Engineer
power bi,Poland,16.0,102.0,Software Engineer
power bi,Poland,16.0,102.0,Data Analyst
power bi,Poland,16.0,102.0,Data Engineer
power bi,Poland,16.0,102.0,Data Scientist
power bi,Poland,16.0,102.0,Senior Data Analyst
power bi,Poland,16.0,102.0,Business Analyst
power bi,Poland,16.0,102.0,Senior Data Engineer
power bi,Italy,4.0,102.0,Data Scientist
power bi,Italy,4.0,102.0,Senior Data Analyst
power bi,Italy,4.0,102.0,Data Engineer
outlook,Spain,2.0,102.0,Data Analyst
outlook,Spain,2.0,102.0,Software Engineer
terraform,Italy,5.0,102.0,Data Engineer
terraform,Italy,5.0,102.0,Machine Learning Engineer
express,Greece,5.0,102.0,Machine Learning Engineer
express,Greece,5.0,102.0,Data Scientist
express,Greece,5.0,102.0,Data Engineer
express,Greece,5.0,102.0,Senior Data Scientist
express,Greece,5.0,102.0,Data Analyst
pandas,Hungary,7.0,102.0,Machine Learning Engineer
pandas,Hungary,7.0,102.0,Data Scientist
pandas,Hungary,7.0,102.0,Data Analyst
pandas,Hungary,7.0,102.0,Software Engineer
pandas,Hungary,7.0,102.0,Senior Data Scientist
spark,Romania,11.0,102.0,Data Scientist
spark,Romania,11.0,102.0,Data Analyst
spark,Romania,11.0,102.0,Machine Learning Engineer
spark,Romania,11.0,102.0,Data Engineer
sql,Greece,39.0,102.0,Data Analyst
sql,Greece,39.0,102.0,Data Engineer
sql,Greece,39.0,102.0,Software Engineer
sql,Greece,39.0,102.0,Machine Learning Engineer
sql,Greece,39.0,102.0,Data Scientist
sql,Greece,39.0,102.0,Business Analyst
sql,Greece,39.0,102.0,Senior Data Scientist
crystal,Italy,2.0,102.0,Data Engineer
crystal,Italy,2.0,102.0,Data Analyst
sas,Greece,2.0,101.0,Data Analyst
rust,Poland,1.0,101.0,Data Analyst
python,Belgium,24.0,101.0,Data Scientist
python,Belgium,24.0,101.0,Machine Learning Engineer
python,Belgium,24.0,101.0,Data Engineer
python,Belgium,24.0,101.0,Senior Data Engineer
python,Belgium,24.0,101.0,Software Engineer
python,Belgium,24.0,101.0,Data Analyst
python,Belgium,24.0,101.0,Business Analyst
pytorch,Greece,12.0,101.0,Software Engineer
pytorch,Greece,12.0,101.0,Machine Learning Engineer
pytorch,Greece,12.0,101.0,Data Scientist
pytorch,Greece,12.0,101.0,Senior Data Scientist
python,Italy,28.0,101.0,Data Engineer
python,Italy,28.0,101.0,Data Scientist
python,Italy,28.0,101.0,Data Analyst
python,Italy,28.0,101.0,Senior Data Analyst
python,Italy,28.0,101.0,Senior Data Scientist
python,Italy,28.0,101.0,Machine Learning Engineer
redshift,Belgium,1.0,101.0,Data Engineer
oracle,Netherlands,1.0,101.0,Data Engineer
chef,Netherlands,1.0,101.0,Data Engineer
graphql,France,4.0,101.0,Software Engineer
graphql,France,4.0,101.0,Senior Data Engineer
graphql,France,4.0,101.0,Data Analyst
graphql,France,4.0,101.0,Data Engineer
hadoop,Italy,5.0,101.0,Data Analyst
hadoop,Italy,5.0,101.0,Data Engineer
spark,Greece,23.0,101.0,Data Scientist
spark,Greece,23.0,101.0,Data Analyst
spark,Greece,23.0,101.0,Data Engineer
spark,Greece,23.0,101.0,Machine Learning Engineer
spark,Greece,23.0,101.0,Senior Data Scientist
spark,Greece,23.0,101.0,Senior Data Engineer
gcp,Spain,7.0,101.0,Data Scientist
gcp,Spain,7.0,101.0,Data Engineer
gcp,Spain,7.0,101.0,Senior Data Engineer
gcp,Spain,7.0,101.0,Senior Data Scientist
javascript,Spain,3.0,101.0,Data Scientist
javascript,Spain,3.0,101.0,Data Engineer
flow,Greece,8.0,101.0,Data Analyst
flow,Greece,8.0,101.0,Data Engineer
flow,Greece,8.0,101.0,Data Scientist
gcp,Poland,38.0,101.0,Data Engineer
gcp,Poland,38.0,101.0,Software Engineer
gcp,Poland,38.0,101.0,Senior Data Engineer
gcp,Poland,38.0,101.0,Machine Learning Engineer
gcp,Poland,38.0,101.0,Data Scientist
gcp,Poland,38.0,101.0,Data Analyst
gcp,Poland,38.0,101.0,Senior Data Analyst
gcp,Poland,38.0,101.0,Senior Data Scientist
gcp,Poland,38.0,101.0,Cloud Engineer
git,Romania,3.0,101.0,Machine Learning Engineer
git,Romania,3.0,101.0,Data Scientist
gdpr,France,3.0,101.0,Machine Learning Engineer
gdpr,France,3.0,101.0,Senior Data Engineer
gdpr,France,3.0,101.0,Data Engineer
power bi,Germany,17.0,101.0,Senior Data Analyst
power bi,Germany,17.0,101.0,Data Analyst
power bi,Germany,17.0,101.0,Business Analyst
